;Mixture;Count
1312;ethane, 1,2-dibromo-__pentylcarbinol;64
1313;1,4-xylene__1-nonanol;64
1314;pentanoic acid__water;64
1315;1,3,5-trimethylbenzene__propyl ethanoate;64
1316;hexanoic acid__water;64
1317;1,2,4-trimethylbenzene__butyl ethanoate;64
1318;dimethylglycol__heptane;64
1319;1,3-propanediol__2-pyrrolidinone;64
1320;ethanol__acetamide, 2,2-dichloro-N,N-di-2-propenyl-;64
1321;1,2-xylene__1-nonanol;64
1322;1-propanecarboxylic acid__water;64
1323;2-methylphenol__1-nonanol;64
1324;1,3,5-trimethylbenzene__octane;64
1325;1,3,5-trimethylbenzene__butyl ethanoate;64
1326;pentylcarbinol__tetrachloroethene;64
1327;benzene, 1,3,5-trimethyl-__1-nonanol;64
1328;4-methylphenol__1-nonanol;64
1329;sulfolane__hydrogen sulfide;64
1330;ethylene chloride__pentylcarbinol;64
1331;methanol__cyclohexane;64
1332;1,2,4-trimethylbenzene__propyl ethanoate;64
1333;.alpha.-methyltoluene__1-nonanol;64
1334;pyrrole__cyclohexane;64
1335;1-propanol__methyl tert-butyl ether;63
1336;1-hexanol__N,N-dimethylaniline;63
1337;1,2,4-trimethylbenzene__isobutyl ethanoate;63
1338;N,N-dimethylformamide__isopropyl ether;63
1339;2-propanol__2,2,4-trimethylpentane;63
1340;2-propanol__benzyl alcohol;63
1341;pentane__butyl methanoate;63
1342;2-phenylethanol__benzyl alcohol;63
1343;isopropyl ether__methylcyclohexane;63
1344;isopropyl ethanoate__1,3,5-trimethylbenzene;63
1345;1-butanol__ethyl ethanoate;63
1346;butanone__2,2,4-trimethylpentane;63
1347;triethylene glycol__sulfolane;63
1348;1,2,4-trimethylbenzene__isopropyl ethanoate;63
1349;N,N-dimethylaniline__1,4-dioxane;63
1350;tetrahydrofuran__2,2,4-trimethylpentane;63
1351;propanone__2,2,4-trimethylpentane;63
1352;2,2,4-trimethylpentane__1,3-dioxolane;63
1353;ethanol__2-methyl-2-propanol;63
1354;1,3,5-trimethylbenzene__isobutyl ethanoate;63
1355;2-methyl-2-propanol__2,2,4-trimethylpentane;63
1356;methanol__N,N-dimethylacetamide;62
1357;N,N-dimethylformamide__n-hexanoic acid;62
1358;methyl methanoate__nonane;62
1359;pentan-1-ol__diethyl carbonate;61
1360;(RS)-2-butanol__1,1-dimethylethyl methyl ether;61
1361;benzene__nonane;61
1362;ethylbenzene__cyclooctane;61
1363;benzene__heptane;61
1364;nicotinamide__water;61
1365;benzene__cyclooctane;61
1366;toluene__cyclooctane;61
1367;ethanol__n-decane;60
1368;2-butoxyethanol__N-methyl-2-pyrrolidone;60
1369;1,2-ethanediol__2-pyrrolidinone;60
1370;1,2,3-propanetriol__(2-hydroxyethyl)trimethylammonium chloride;60
1371;furfuryl alcohol, tetrahydro-__water;60
1372;2-propanol__diethyl malonate;60
1373;ethanol__2,4-pentanedione;60
1374;2-methoxyethanol__N-methyl-2-pyrrolidone;60
1375;urea__ethanaminium, 2-hydroxy-N,N,N-trimethyl-, chloride;60
1376;pentan-1-ol__diethyl malonate;60
1377;L-alanyl-L-alanine__water;60
1378;ethanonitrile__nonanol;60
1379;paraldehyde__dimethyl carbonate;60
1380;2-ethoxyethanol__N-methyl-2-pyrrolidone;60
1381;1,2-dihydroxypropane__n-propyl alcohol;60
1382;2-octanone__tetradecane;60
1383;nitromethane__water;60
1384;diethyl carbonate__paraldehyde;60
1385;2-methyl-2-propanol__cyclohexanamine, N-cyclohexyl-;60
1386;tetradecane__2-decanone;60
1387;D-(-)-ribose__water;60
1388;2-piperidineethanol__water;60
1389;ethanol, 2-ethoxy-__octane;59
1390;benzene__chlorobenzene;59
1391;propyl methanoate__1,3-dichloropropane;59
1392;tetradecane__dipentyl ether;59
1393;dodecane__dipentyl ether;59
1394;diethyl carbonate__1-octanol;59
1395;glucose__water;59
1396;hexyl trimethyl ammonium bromide__water;59
1397;1,2-dichloroethane__propyl methanoate;59
1398;cyclohexane__tetrahydropyran;59
1399;ethanonitrile__1-decanol;59
1400;dodecane__2-decanone;59
1401;lactose__water;59
1402;2-propanol__1-propanol;58
1403;2-octanone__dodecane;58
1404;choline chloride__water;58
1405;1,4-dichlorobutane__propyl methanoate;58
1406;methylcyclohexane__heptane;58
1407;methanol__2,4-pentanedione;57
1408;carbon dioxide__sulfolane;57
1409;methylcyclohexane__hexane;57
1410;cetane__2-decanone;57
1411;1-propanol__1,2-ethanediol;57
1412;2-propanol__1,2-ethanediol;57
1413;D-fructose__water;57
1414;ethylenediamine__ethylene glycol;57
1415;1,2-dichloropropane__2-(2-propoxyethoxy)ethanol;57
1416;1,3-butanediol__2-pyrrolidinone;57
1417;1,2-dichloropropane__2-[2-(2-methoxyethoxy)ethoxy]ethanol;57
1418;2-methyl-1-propanol__ethyl ethanoate;57
1419;1,2-dichloropropane__3,6-dioxa-1-decanol;57
1420;1,1-diethoxyethane__1,3,5-trimethylbenzene;57
1421;(RS)-2-butanol__ethyl ethanoate;57
1422;3-octanone__dodecane;57
1423;methanol__methyl ethanoate;57
1424;1-propanol__methyl methanoate;57
1425;2,2-dimethoxypropane__1,2,4-trimethylbenzene;57
1426;1-butanol__5-oxanonane;57
1427;1,2,4-trimethylbenzene__1,1-diethoxyethane;57
1428;1,2-dichloroethane__1-heptanol;57
1429;1,2-dichloropropane__methyl butanoate;57
1430;1,2-dichloropropane__2-(2-(2-ethoxyethoxy)ethoxy)ethanol;57
1431;1,4-butanediol__2-pyrrolidinone;57
1432;2,2-dimethoxypropane__1,3,5-trimethylbenzene;57
1433;1,2-dichloropropane__methyl ethanoate;57
1434;ethanol__1,2-ethanediol;57
1435;1,2-dichloropropane__methyl propanoate;57
1436;propyl methanoate__1,5-dichloropentane;57
1437;propyl methanoate__1,6-dichlorohexane;56
1438;2,3-butanediol__2-pyrrolidinone;56
1439;methylcyclohexane__octane;56
1440;n-propanol__water;56
1441;butan-1-ol__diethyl malonate;56
1442;3,6-dioxa-1-octanol__water;56
1443;1,2-dichloropropane__2-(2-(2-butoxyethoxy)ethoxy)ethanol;56
1444;propan-1-ol__diethyl malonate;56
1445;carbon dioxide__carbon monoxide;56
1446;1-propanol__ethyl methanoate;56
1447;1-hexanol__1,4-dioxane;56
1448;1,3-butanediol__N-methyl-2-pyrrolidone;56
1449;hexahydrobenzoic acid__1-decanol;56
1450;orthophosphoric acid__water;56
1451;cetane__dipentyl ether;56
1452;ethanol, 2-ethoxy-__water;56
1453;bis(2-hydroxypropyl)amine__N-methyl-2-pyrrolidone;56
1454;L-glutamic acid__water;55
1455;1,2-butanediol__2-pyrrolidinone;55
1456;tetramethylene oxide__water;55
1457;piperazine, N-methyl-__exo-trimethylenenorbornane;55
1458;cyclohexane__tributyl phosphate;55
1459;diethylene glycol__sulfolane;55
1460;methanol__3-methylphenol;55
1461;L-aspartic acid__water;55
1462;N,N-diethylethanamine__exo-trimethylenenorbornane;55
1463;2-propanol__3-amino-1-propanol;55
1464;2-butanol__sulfolane;55
1465;1-octanol__heptane;55
1466;2-methyl-2-propanol__2-pyrrolidinone;55
1467;2-propanol__methyl sulfoxide;55
1468;methanol__4-methylphenol;55
1469;1-pentanol__methyl ethanoate;55
1470;lidocaine hydrochloride__water;55
1471;2-octanone__hexadecane;55
1472;tributyl phosphate__heptane;55
1473;1,4-dimethylbenzene__pentylcarbinol;55
1474;2-methyl-1-propanol__2-pyrrolidinone;55
1475;acetophenone__water;55
1476;1-butanol__triethylamine;55
1477;ethyl methyl ketone__.alpha.-toluenol;55
1478;1-octanol__1-undecanol;55
1479;1-butanol__cyclopropanecarboxylic acid;55
1480;ethanol__propane, 2-bromo-;55
1481;2-propanol__sulfolane;55
1482;cyclohexane__JP-10;55
1483;1-decanol__1-undecanol;55
1484;acetamide, N,N-dimethyl-__water;55
1485;1,2-butanediol__N-methyl-2-pyrrolidone;55
1486;2,2',2''-nitrilotriethanol__2-(2-butoxyethoxy)ethanol;55
1487;1-propanol__benzaldehyde;54
1488;1-heptanol__dipropylene glycol monopropyl ether;54
1489;1-pentanol__dipropylene glycol monopropyl ether;54
1490;1-heptanol__tetrachloroethene;54
1491;1,3-dimethylbenzene__cyclooctane;54
1492;D-xylose__water;54
1493;2-propanol__methyl ethanoate;54
1494;inosine__water;54
1495;1-propanol__cyclopropanecarboxylic acid;54
1496;pentyl alcohol__1,2-dimethoxyethane;54
1497;isobutyl alcohol__3-amino-1-propanol;54
1498;1-butanol__formamide;54
1499;4-aminobutyric acid__water;54
1500;1-propanol__1,2-dichloroethane;54
1501;2-propanol__ethyl methanoate;54
1502;1-propanol__dipropylene glycol monopropyl ether;54
1503;formamide__1,4-butanediol;54
1504;benzaldehyde__1,2-dichloroethane;54
1505;methanol__dipropylene glycol monopropyl ether;54
1506;formamide__1,3-butanediol;54
1507;carbon tetrachloride__1,4-dioxane;53
1508;1-butanol__ethyl methanoate;53
1509;ethanol__2,2,2-trifluoroethanol;53
1510;2-heptanone__tetrahydropyran;53
1511;dodecane__dimethoxytetraglycol;53
1512;3-octanone__tetradecane;53
1513;1,3,5-trioxane__water;53
1514;methyl methanoate__hexane;53
1515;water__tripropylene glycol;53
1516;1-propanol__1,8-cineole;52
1517;1,2-dimethylbenzene__cyclohexane;52
1518;1,3-dimethylbenzene__methylcyclohexane;52
1519;1,4-dimethylbenzene__cyclooctane;52
1520;propan-1-ol__1-decene;52
1521;ethanol__methyl acetoacetate;52
1522;1,2-dimethylbenzene__cyclooctane;52
1523;methanol__methyl acetoacetate;52
1524;1,3,5-trimethylbenzene__cyclopentane;52
1525;1,4-dimethylbenzene__cyclopentane;52
1526;1,3,5-trimethylbenzene__cyclooctane;52
1527;1-pentanol__nitromethane;52
1528;1-butanol__1,8-cineole;52
1529;pentane__ethyl ethanoate;52
1530;1,3,5-trimethylbenzene__cyclohexane;52
1531;1,2-dimethylbenzene__methylcyclohexane;52
1532;1,3-dimethylbenzene__cyclopentane;52
1533;1,3-dimethylbenzene__cyclohexane;52
1534;2,2,2-trifluoroethanol__water;52
1535;tetrachloromethane__nitromethane;52
1536;propan-1-ol__methyl acetoacetate;52
1537;1-pentanol__1,8-cineole;52
1538;1,2-dimethylbenzene__cyclopentane;52
1539;2-propanol__methyl acetoacetate;52
1540;isobutanol__diethyl malonate;52
1541;3-octanone__hexadecane;52
1542;1-hydroxyhexane__octanoic acid;51
1543;1-methylpiperazine__water;51
1544;2-methyl-1-propanol__1-chlorobutane;51
1545;2-pentanone__tetrahydropyran;51
1546;2-methyl-1-propanol__methyl ethanoate;51
1547;acetonitrile__1-heptanol;51
1548;hexane__ethanol, 2-ethoxy-;51
1549;propyl acetate__n-pentane;51
1550;butyl chloride__heptane;51
1551;1-pentanol__cyclohexane;51
1552;acetonitrile__1-octanol;51
1553;heptane__methyl propanoate;51
1554;1,4-butanediol__N-methyl-2-pyrrolidone;51
1555;5-methylfurfural__water;50
1556;methyl sulfoxide__N-phenylbenzohydroxamic acid;50
1557;dimethoxytetraglycol__dimethyl carbonate;50
1558;propyl alcohol__butylammonium acetate;50
1559;methanol__butylammonium acetate;50
1560;1,5-pentanediol__2-pyrrolidinone;50
1561;ethanol__butylammonium acetate;50
1562;2-amino-1-methylethanol__water;50
1563;diethyl carbonate__dimethoxytetraglycol;50
1564;1,2,4-trimethylbenzene__benzonitrile;50
1565;n-butyl alcohol__butylammonium acetate;50
1566;tris-(2-hydroxypropyl)amine__water;50
1567;1,2-ethanediol__1-octanol;50
1568;1,2-ethanediol__1-hexanol;50
1569;n-decane__n-tetradecane;50
1570;water__ammonium sulfate;50
1571;2-methyl-1,4-naphthoquinone__benzene;49
1572;2-methyl-1,4-naphthoquinone__1,3-dimethylbenzene;49
1573;2-methyl-1,4-naphthoquinone__1,4-dimethylbenzene;49
1574;1-hydroxyhexane__n-hexanoic acid;49
1575;glycyl-L-leucine__water;49
1576;2-methyl-1,4-naphthoquinone__1,2-dimethylbenzene;49
1577;4-methyl-2-pentanone__N-methyl-2-pyrrolidone;49
1578;cyclohexanone__N-methyl-2-pyrrolidone;49
1579;2-methyl-1,4-naphthoquinone__toluene;49
1580;2-methyl-1,4-naphthoquinone__ethylbenzene;49
1581;1,1,1-trichloroethane__1-heptanol;48
1582;methanol__2-dimethylaminoethanol;48
1583;methylcyclohexane__1-heptanol;48
1584;ethanol, 2-[2-(2-methoxyethoxy)ethoxy]-__water;48
1585;2-propanol__acetonitrile;48
1586;N,N-dimethylacetamide__2-hexanol;48
1587;butan-2-ol__cyclohexanone;48
1588;ethyl methanoate__1,3-dichloropropane;48
1589;formamide__2-heptanol;48
1590;ethanol__acetophenone;48
1591;2-butanol__N,N-dimethylacetamide;48
1592;benzene__butane, 2-methoxy-2-methyl-;48
1593;chloroform__butanone;48
1594;2'-deoxyinosine__water;48
1595;L-proline__water;48
1596;D-sucrose__water;48
1597;formamide__2-pentanol;48
1598;2-propanol__N,N-dimethylacetamide;48
1599;carbon tetrachloride__methyl sulfoxide;48
1600;bis(2-hydroxyethyl) ether__amylmethylcarbinol;48
1601;2,2,4-trimethylpentane__butane, 2-methoxy-2-methyl-;48
1602;formamide__2-butanol;48
1603;butan-2-ol__bis(2-hydroxyethyl) ether;48
1604;bis(2-hydroxyethyl) ether__pentan-2-ol;48
1605;bis(2-hydroxyethyl) ether__butylmethylcarbinol;48
1606;N,N-dimethylacetamide__2-pentanol;48
1607;cyclohexanone__amylmethylcarbinol;48
1608;2-pentanone__butyl chloride;48
1609;hexadecyltrimethylammonium bromide__water;48
1610;butan-1-ol__diisopropylamine;48
1611;2-propanol__formamide;48
1612;butanone__heptane;48
1613;acetonitrile__2-heptanol;48
1614;butanone__2-hydroxyhexane;48
1615;butanone__amylmethylcarbinol;48
1616;butanone__2-pentanol;48
1617;sec-propyl alcohol__bis(2-hydroxyethyl) ether;48
1618;acetonitrile__2-hexanol;48
1619;cyclohexanone__2-pentanol;48
1620;D-(+)-cellobiose__water;48
1621;pentan-1-ol__diisopropylamine;48
1622;ethanol__paraldehyde;48
1623;cyclohexanone__2-hydroxyhexane;48
1624;butan-2-ol__butanone;48
1625;cyclohexylamine__1-heptanol;48
1626;2-propanol__cyclohexanone;48
1627;methanol__diisopropylamine;48
1628;ethanol, 2-ethoxy-__1-methoxy-nonafluorobutane;48
1629;formamide__2-hexanol;48
1630;hexane__cyclohexane;48
1631;2-pentanone__heptane;48
1632;N,N-dimethylacetamide__2-heptanol;48
1633;propan-1-ol__diisopropylamine;48
1634;acetonitrile__2-pentanol;48
1635;N,N-dimethylformamide__1,4-butanediol;48
1636;2-hydroxymethylfuran__water;48
1637;butanone__N-methyl-2-pyrrolidone;48
1638;chloroform__4-methyl-2-pentanone;48
1639;ethanol__diisopropylamine;48
1640;trichloroethylene__methylcyclohexane;48
1641;1-pentanol__ethyl ethanoate;47
1642;ethanol__2-dimethylaminoethanol;47
1643;2-methoxyethanol__1-methoxy-nonafluorobutane;47
1644;1-propanol__tetrahydrofuran;47
1645;1,2-dichloroethane__ethyl methanoate;47
1646;benzene__1-chlorohexane;47
1647;tetraethylammonium bromide__water;47
1648;ethyl methanoate__1,5-dichloropentane;47
1649;methacrylic acid__methyl tert-butyl ether;46
1650;ethylbenzene__heptane;46
1651;vinyl acetate__methyl tert-butyl ether;46
1652;ethyl methanoate__1,4-dichlorobutane;46
1653;propane__n-decane;46
1654;butyl methacrylate__cyclohexane;46
1655;allyl methacrylate__methyl tert-butyl ether;46
1656;4-methyl-1,3-dioxolan-2-one__carbon dioxide;46
1657;butyl methacrylate__methyl tert-butyl ether;46
1658;allyl methacrylate__cyclohexane;46
1659;butan-1-ol__2,2'-methylenebisfuran;46
1660;methyl 2-hydroxypropanoate__water;46
1661;N-(2-aminoethyl)ethanolamine__water;46
1662;p-dioxane__water;46
1663;vinyl acetate__cyclohexane;46
1664;ethyl methanoate__1,6-dichlorohexane;46
1665;nicotinic acid__water;46
1666;methacrylic acid__cyclohexane;46
1667;benzene__nitromethane;45
1668;4-methyl-1,3-dioxolan-2-one__pentan-2,4-dione;45
1669;paraldehyde__butyl ethanoate;45
1670;4-methyl-1,3-dioxolan-2-one__dioxane;45
1671;paraldehyde__ethyl ethanoate;45
1672;1,5-dibromopentane__butyl propanoate;45
1673;(2-chloroethyl)trimethylammonium chloride__water;45
1674;1-hexanol__heptane;45
1675;pentan-1-ol__n-octane;45
1676;isopropanol__isobutyl alcohol;45
1677;2'-deoxyguanosine__water;45
1678;pentan-1-ol__butyl oxide;45
1679;1,2-dibromoethane__butyl ethanoate;45
1680;n-decane__n-hexadecane;45
1681;D-mannitol__water;45
1682;ethyl ethanoate__formamide, N-ethyl-;45
1683;n-propyl alcohol__3-amino-1-propanol;45
1684;1-propanol__2,4-diaminotoluene;45
1685;fructose__water;45
1686;butanone__formamide, N-ethyl-;45
1687;4-methyl-1,3-dioxolan-2-one__tetramethylene oxide;45
1688;N,N-dimethylformamide__1,4-dimethylbenzene;45
1689;toluene__nonane;45
1690;propyl acetate__formamide, N-ethyl-;45
1691;propanoic acid, ethyl ester__carbon oxide;45
1692;oxacyclopentane__formamide, N-ethyl-;45
1693;n-octane__butyl oxide;45
1694;butyl butanoate__1,6-dibromohexane;45
1695;diethyl ketone__ethyl chloroacetate;45
1696;ethanoic acid__1,4-xylene;45
1697;acetonitrile__tetrahydrofuran;44
1698;acetonitrile__1,3-dioxolane;44
1699;ethylene chloride__cyclopentanone;44
1700;cyclohexanone__1,3-dichloropropane;44
1701;methylcyclohexane__decane;44
1702;2-methyl-2-propanol__1,4-dioxane;44
1703;tetramethylene chloride__cyclopentanone;44
1704;acetonitrile__1,4-dioxane;44
1705;methylcyclohexane__nonane;44
1706;chlorobenzene__tetradecane;44
1707;N,N-dimethylformamide__1-octanol;44
1708;1,2-dimethoxyethane__1-octanol;44
1709;pentylcarbinol__2,2'-methylenebisfuran;44
1710;methoxybenzene__1,3-dimethylbenzene;44
1711;1-butanol__methoxybenzene;44
1712;N,N-dimethylformamide__methoxybenzene;44
1713;diethyl oxalate__1,4-dioxane;44
1714;diethyl oxalate__methoxybenzene;44
1715;aniline__N,N-dimethylformamide;44
1716;methylcyclohexane__2,2,4-trimethylpentane;44
1717;D-sorbitol__water;44
1718;methylcyclohexane__dodecane;44
1719;2-methyl-1-propanol__1,4-dioxane;44
1720;1-propanol__methylcyclohexane;44
1721;methoxybenzene__2-chloroethanol;44
1722;2-methyl-1-propanol__methylcyclohexane;44
1723;methoxybenzene__1,3,5-trimethylbenzene;44
1724;nonane__1,2,3,4-tetrahydronaphthalene;44
1725;1,4-dioxane__monoethanolamine;44
1726;methylcyclohexane__3-methyl-1-butanol;44
1727;cyclopentanone__n-butyl acetate;44
1728;tributylamine__tetrahydrofuran;44
1729;toluene__tetradecane;44
1730;methyl sulfoxide__methoxybenzene;44
1731;benzene__1,4-dioxane;44
1732;chloroform__cyclopentanone;44
1733;benzene__tetradecane;44
1734;1,1,1-trichloroethane__cyclohexanone;44
1735;methoxybenzene__methylcyclohexane;44
1736;chloroform__cyclohexanone;44
1737;ethanol__cyclopropanecarboxylic acid;44
1738;1,4-dioxane__N,N-dimethylacetamide;44
1739;1-hexanol__boldine;44
1740;tributylamine__pyridine;44
1741;1-phenylethanone__n-butyl acetate;44
1742;1,2-dichloroethane__1,4-dioxane;44
1743;1-octanol__N,N-dimethylacetamide;44
1744;2-propanol__methoxybenzene;44
1745;methoxybenzene__3-methyl-1-butanol;44
1746;1-pentanol__methoxybenzene;44
1747;ethanol__carbon dioxide;44
1748;diethyl malonate__1,4-dioxane;44
1749;butyl butanoate__1,5-dibromopentane;44
1750;methoxybenzene__1,4-dimethylbenzene;44
1751;2-methyl-2-propanol__1,3-dioxolane;44
1752;2-chloroethanol__1,4-dioxane;44
1753;N,N-dimethylformamide__acetophenone;44
1754;1-octanol__boldine;44
1755;tributylamine__triethylamine;44
1756;n-propyl alcohol__isobutyl alcohol;44
1757;triethylamine__1,4-dioxane;44
1758;hexane__1,4-dioxane;44
1759;1-butanol__2-hydroxyethyl methacrylate;44
1760;N,N-dimethylformamide__1,2-ethanediol;44
1761;1-hexanol__1-octene;44
1762;diethyl phthalate__1,4-dioxane;44
1763;1-propanol__2,2,2-trifluoroethanol;44
1764;1-pentanol__dipropylene glycol dimethyl ether;44
1765;N-methyldiethanolamine__piperazine;44
1766;1,4-dioxane__ethyl acetoacetate;44
1767;methanol__2,2,2-trifluoroethanol;44
1768;cyclopentanone__1,3-dichloropropane;44
1769;tetradecyltrimethylammonium bromide__water;44
1770;N,N-dimethylformamide__1-propanol;44
1771;1-pentanol__boldine;44
1772;N,N-dimethylformamide__methyl benzoate;44
1773;2-furaldehyde__water;44
1774;N,N-dimethylformamide__1-nonanol;44
1775;ethyl chloroacetate__bromobenzene;44
1776;benzyl alcohol__ethyl chloroacetate;44
1777;1,1,2,2-tetrachloroethane__methoxybenzene;44
1778;N,N-dimethylformamide__benzonitrile;44
1779;1,1,2,2-tetrachloroethane__cyclohexanone;44
1780;1,4-dioxane__ethyl ethanoate;44
1781;1-chlorobutane__cyclopentanone;44
1782;N,N-dimethylformamide__1-decanol;44
1783;2-butoxyethanol__1-butanol, 3-methyl-;44
1784;2-methyl-1-propanol__1,3-dioxolane;44
1785;cyclohexanone__n-butyl acetate;44
1786;3-pentanone__n-butyl acetate;44
1787;cyclohexanone__1,4-dichlorobutane;44
1788;N,N-dimethylformamide__benzyl alcohol;44
1789;dioctyl phthalate__1,4-dioxane;44
1790;methanol__cyclopropanecarboxylic acid;44
1791;octane__1,2,3,4-tetrahydronaphthalene;44
1792;1,2-dimethylbenzene__methoxybenzene;44
1793;1-butanol__methacrylic acid;44
1794;cyclohexanone__1-chlorobutane;44
1795;ethanol__methoxybenzene;44
1796;1,2-dichlorobenzene__1,4-dioxane;44
1797;1,2-ethanediol__1,4-dioxane;44
1798;methoxybenzene__1,4-dioxane;44
1799;methoxybenzene__tetradecane;44
1800;N,N-dimethylformamide__chlorobenzene;44
1801;trichloroethylene__1,4-dioxane;44
1802;1,2-dichloroethane__cyclohexanone;44
1803;trichloroethylene__tributylamine;44
1804;ethyl chloroacetate__cyclohexanone;44
1805;ethyl chloroacetate__chlorobenzene;44
1806;bromobenzene__tetradecane;44
1807;butan-1-ol__1,6-octadien-3-ol, 3,7-dimethyl-;44
1808;1,2-ethanediamine__1,4-dioxane;44
1809;methoxybenzene__tetrachloroethene;44
1810;tributylamine__tetradecane;44
1811;tributylamine__1,4-dioxane;44
1812;tributylamine__tetrachloroethene;44
1813;1-propanol__methoxybenzene;44
1814;1,2,3,4-tetrahydronaphthalene__n-decane;44
1815;1,2-dibromoethane__butyl methanoate;43
1816;butyl ethanoate__1,6-dibromohexane;43
1817;toluene__dimethyl carbonate;43
1818;N,N-dimethylformamide__1,5-pentanediol;43
1819;benzene__dimethyl carbonate;43
1820;butyl levulinate__water;42
1821;2-methylaniline__tetrahydropyran;42
1822;2-methylaniline__heptane;42
1823;nicotinic acid__3-methylpyridine;42
1824;1-butanol__paraldehyde;42
1825;aniline__chloroform;42
1826;ethanol__1,6-diaminohexane;42
1827;toluene__1-decanol;42
1828;1,2,4-trimethylbenzene__2-methoxyethanol;42
1829;3-chlorotoluene__tetrahydrofuran;42
1830;acetylsalicylic acid__butan-1-ol;42
1831;trimipramine maleate__water;42
1832;toluene__1-octanol;42
1833;cyclohexane__cyclohexene;42
1834;1-propanol__2-pyrrolidinone;42
1835;1-propanol__N-methylpiperazine;42
1836;methanol__benzylamine;42
1837;1-octanol__dodecane;42
1838;1-pentanol__2,4-pentanedione;42
1839;2-methylaniline__hexane;42
1840;2-propanol__2-pyrrolidinone;42
1841;1,4-dibromobutane__butyl propanoate;42
1842;pentan-1-ol__isooctane;42
1843;1,3,5-trimethylbenzene__1,2-dimethoxyethane;42
1844;aniline__tetrahydropyran;42
1845;propenenitrile__4-methoxybenzaldehyde;42
1846;1-propanol__2,4-pentanedione;42
1847;1,2,4-trimethylbenzene__diethyl carbonate;42
1848;methyl ethanoate__paraldehyde;42
1849;butyl propanoate__1,6-dibromohexane;42
1850;pentane__methyl propanoate;42
1851;1-butanol__N-methylpiperazine;42
1852;ethylene glycol methyl ether__water;42
1853;n-hexane__tetrahydropyran;42
1854;2-methyl-1-propanol__2,4-pentanedione;42
1855;benzaldehyde__propenenitrile;42
1856;2-butanol__diethyl ketone;42
1857;1,4-dimethylbenzene__tetrahydropyran;42
1858;diethyl carbonate__1,3,5-trimethylbenzene;42
1859;diethyl carbonate__vinyl acetate;42
1860;acetylsalicylic acid__propan-1-ol;42
1861;tetrahydrofuran__1,2,4-trichlorobenzene;42
1862;2,2,4-trimethylpentane__2-pentanol;42
1863;2-propanol__2,4-pentanedione;42
1864;phenylmethylamine__tetrahydropyran;42
1865;n-heptane__2-pentanol;42
1866;toluene__1-heptanol;42
1867;salicylamide__methanol;42
1868;salicylamide__methyl sulfoxide;42
1869;nortriptyline hydrochloride__water;42
1870;3-(p-hydroxyphenyl)-L-alanine__water;42
1871;chloroform__2-methylaniline;42
1872;1,2,4-trimethylbenzene__dimethyl carbonate;42
1873;2-methylaniline__cyclohexane;42
1874;carbon tetrachloride__1-butanol;42
1875;1-propanol__tert-amyl methyl ether;42
1876;pentan-1-ol__heptane;42
1877;1-pentanol__toluene;42
1878;tetrahydropyran__heptane;42
1879;1,3,5-trimethylbenzene__dimethyl carbonate;42
1880;1,4-dimethylbenzene__hexane;42
1881;methanol__dipropylene glycol dimethyl ether;42
1882;ethanoic acid__1,2-dimethylbenzene;42
1883;1,3,5-trimethylbenzene__2-methoxyethanol;42
1884;ethanol__2-pyrrolidinone;42
1885;cyclohexane__tert-butyl ethyl ether;42
1886;hexane__triethylamine;42
1887;1,3-dibromopropane__butyl ethanoate;42
1888;hexane__1-hexene;42
1889;butanone__butyl chloride;42
1890;1,3-dimethylbenzene__tetrahydropyran;42
1891;1-butanol__2,4-pentanedione;42
1892;acetylsalicylic acid__2-propanol;42
1893;1,2,4-trimethylbenzene__1,2-dimethoxyethane;42
1894;perfluorohexane__2-methylheptane;42
1895;1-propanol__paraldehyde;42
1896;1,2-dimethylbenzene__tetrahydropyran;42
1897;1,2-dibromoethane__butyl propanoate;41
1898;ethylbenzene__benzonitrile;41
1899;1,2-dimethylbenzene__benzonitrile;41
1900;2-methyl-2-propanol__1-bromobutane;41
1901;1-pentanol__pyrrole;41
1902;carbon dioxide__ethyl acetate;41
1903;N,N-dimethylformamide__1,3-butanediol;41
1904;1,3-dibromopropane__butyl propanoate;41
1905;1-hexanol__methyl pentanoate;41
1906;1,4-dibromobutane__butyl ethanoate;41
1907;1-butanol__pyrrole;41
1908;heptane__tert-butyl ethyl ether;41
1909;water__glycyl-l-valine;40
1910;thiamine hydrochloride__water;40
1911;maltitol__water;40
1912;ethanol__naphthalidam;40
1913;1-propanol__dipropylene glycol dimethyl ether;40
1914;ethanol__2,2'-methylenebisfuran;40
1915;methyl levulinate__water;40
1916;ethanol__ethylbenzene;40
1917;carbon dioxide__.beta.-D-galactose pentaacetate;40
1918;n-butyl alcohol__naphthalidam;40
1919;N,N'-hexamethylenebisacetamide__water;40
1920;N,N-dimethylformamide__N-phenylbenzohydroxamic acid;40
1921;butyl 2-hydroxypropanoate__water;40
1922;chloroform__N,N-dimethylformamide;40
1923;4,5-bis(hydroxymethyl)-3-hydroxy-2-methylpyridine hydrochloride__water;40
1924;1-butanol__ethylbenzene;40
1925;isopropylbenzene__benzonitrile;40
1926;propyl alcohol__naphthalidam;40
1927;xyliton__water;40
1928;1-heptanol__dipropylene glycol dimethyl ether;40
1929;methyl sulfoxide__phenol, 2,2'-[1,2-ethanediylbis(nitrilomethylidyne)]bis-;40
1930;1,5-dibromopentane__butyl ethanoate;40
1931;water__N-ethyl-N-methylpiperidinium bromide;40
