;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Activity coefficient;Activity coefficient_std
700554;j.fluid.2015.01.010;valeraldehyde;water;CCCCC=O;O;110-62-3;14314-42-2;InChIKey=HGBOYTHUEUWSSQ-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;valeraldehyde__water;0.0;328.15;101.0;350.0;4.0
700555;j.fluid.2015.01.010;tetrole;water;o1cccc1;O;110-00-9;14314-42-2;InChIKey=YLQBMQCUIZJEEH-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;furan__water;0.0;298.15;101.0;415.0;7.0
700556;j.fluid.2015.01.010;tetrole;water;o1cccc1;O;110-00-9;14314-42-2;InChIKey=YLQBMQCUIZJEEH-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;furan__water;0.0;299.15;101.0;412.0;7.0
700557;j.fluid.2015.01.010;tetrole;water;o1cccc1;O;110-00-9;14314-42-2;InChIKey=YLQBMQCUIZJEEH-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;furan__water;0.0;301.15;101.0;403.0;7.0
700558;j.fluid.2015.01.010;tetrole;water;o1cccc1;O;110-00-9;14314-42-2;InChIKey=YLQBMQCUIZJEEH-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;furan__water;0.0;305.15;101.0;394.0;7.0
700559;j.fluid.2015.01.010;tetrole;water;o1cccc1;O;110-00-9;14314-42-2;InChIKey=YLQBMQCUIZJEEH-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;furan__water;0.0;303.15;101.0;397.0;7.0
700560;j.fluid.2015.01.010;tetrole;water;o1cccc1;O;110-00-9;14314-42-2;InChIKey=YLQBMQCUIZJEEH-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;furan__water;0.0;306.15;101.0;380.0;7.0
700561;j.fluid.2015.01.010;tetrole;water;o1cccc1;O;110-00-9;14314-42-2;InChIKey=YLQBMQCUIZJEEH-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;furan__water;0.0;308.15;101.0;372.0;7.0
700562;j.fluid.2015.01.010;tetrole;water;o1cccc1;O;110-00-9;14314-42-2;InChIKey=YLQBMQCUIZJEEH-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;furan__water;0.0;311.15;101.0;366.0;9.0
700563;j.fluid.2015.01.010;tetrole;water;o1cccc1;O;110-00-9;14314-42-2;InChIKey=YLQBMQCUIZJEEH-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;furan__water;0.0;313.15;101.0;356.0;8.0
700564;j.fluid.2015.01.010;(E)-crotonaldehyde;water;C/C=C/C=O;O;123-73-9;14314-42-2;InChIKey=MLUCVPSAIODCQM-NSCUHMNNSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;(E)-crotonaldehyde__water;0.0;298.15;101.0;39.0;0.5
700565;j.fluid.2015.01.010;(E)-crotonaldehyde;water;C/C=C/C=O;O;123-73-9;14314-42-2;InChIKey=MLUCVPSAIODCQM-NSCUHMNNSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;(E)-crotonaldehyde__water;0.0;308.15;101.0;42.8;0.4
700566;j.fluid.2015.01.010;(E)-crotonaldehyde;water;C/C=C/C=O;O;123-73-9;14314-42-2;InChIKey=MLUCVPSAIODCQM-NSCUHMNNSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;(E)-crotonaldehyde__water;0.0;313.15;101.0;44.4;0.5
700567;j.fluid.2015.01.010;(E)-crotonaldehyde;water;C/C=C/C=O;O;123-73-9;14314-42-2;InChIKey=MLUCVPSAIODCQM-NSCUHMNNSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;(E)-crotonaldehyde__water;0.0;318.15;101.0;46.2;0.6
700568;j.fluid.2015.01.010;(E)-crotonaldehyde;water;C/C=C/C=O;O;123-73-9;14314-42-2;InChIKey=MLUCVPSAIODCQM-NSCUHMNNSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;(E)-crotonaldehyde__water;0.0;323.15;101.0;47.0;0.7
700569;j.fluid.2015.01.010;(E)-crotonaldehyde;water;C/C=C/C=O;O;123-73-9;14314-42-2;InChIKey=MLUCVPSAIODCQM-NSCUHMNNSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;(E)-crotonaldehyde__water;0.0;328.15;101.0;47.3;0.6
700570;j.fluid.2015.01.010;(E)-crotonaldehyde;water;C/C=C/C=O;O;123-73-9;14314-42-2;InChIKey=MLUCVPSAIODCQM-NSCUHMNNSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;(E)-crotonaldehyde__water;0.0;333.15;101.0;48.0;0.5
826732;je049540s;2-methylphenol;nonane;Cc1ccccc1O;CCCCCCCCC;95-48-7;111-84-2;InChIKey=QWVGKYWNOKOFNN-UHFFFAOYSA-N;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;2-methylphenol__nonane;0.0;373.15;101.3;5.84;0.4088
826733;je049540s;2-methylphenol;nonane;Cc1ccccc1O;CCCCCCCCC;95-48-7;111-84-2;InChIKey=QWVGKYWNOKOFNN-UHFFFAOYSA-N;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;2-methylphenol__nonane;0.0;393.15;101.3;4.58;0.3206
826752;je049540s;2-methylphenol;decane;Cc1ccccc1O;CCCCCCCCCC;95-48-7;63335-87-5;InChIKey=QWVGKYWNOKOFNN-UHFFFAOYSA-N;InChIKey=DIOQZVSQGTUSAI-UHFFFAOYSA-N;2-methylphenol__decane;0.0;393.15;101.3;4.15;0.2905
826773;je049540s;2-methylphenol;undecane;Cc1ccccc1O;CCCCCCCCCCC;95-48-7;61193-21-3;InChIKey=QWVGKYWNOKOFNN-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;2-methylphenol__undecane;0.0;393.15;101.3;4.47;0.3129
826793;je049540s;3-methylphenol;nonane;Cc1cccc(O)c1;CCCCCCCCC;108-39-4;111-84-2;InChIKey=RLSSMJSEOOYNOY-UHFFFAOYSA-N;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;3-methylphenol__nonane;0.0;373.15;101.3;9.21;0.6447
826794;je049540s;3-methylphenol;nonane;Cc1cccc(O)c1;CCCCCCCCC;108-39-4;111-84-2;InChIKey=RLSSMJSEOOYNOY-UHFFFAOYSA-N;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;3-methylphenol__nonane;0.0;393.15;101.3;7.06;0.4942
826805;je049540s;3-methylphenol;decane;Cc1cccc(O)c1;CCCCCCCCCC;108-39-4;63335-87-5;InChIKey=RLSSMJSEOOYNOY-UHFFFAOYSA-N;InChIKey=DIOQZVSQGTUSAI-UHFFFAOYSA-N;3-methylphenol__decane;0.0;373.15;101.3;7.79;0.5453
826808;je049540s;3-methylphenol;undecane;Cc1cccc(O)c1;CCCCCCCCCCC;108-39-4;61193-21-3;InChIKey=RLSSMJSEOOYNOY-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;3-methylphenol__undecane;0.0;393.15;101.3;6.25;0.4375
830940;je0495942;2-thiapropane;water;CSC;O;75-18-3;14314-42-2;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;2-thiapropane__water;0.0;298.01;101.325;175.0;5.25
830941;je0495942;2-thiapropane;water;CSC;O;75-18-3;14314-42-2;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;2-thiapropane__water;0.0;298.03;101.325;170.0;5.1
830942;je0495942;2-thiapropane;water;CSC;O;75-18-3;14314-42-2;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;2-thiapropane__water;0.0;298.03;101.325;173.0;5.19
830943;je0495942;2-thiapropane;water;CSC;O;75-18-3;14314-42-2;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;2-thiapropane__water;0.0;298.01;101.325;173.0;5.19
830944;je0495942;2-thiapropane;water;CSC;O;75-18-3;14314-42-2;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;2-thiapropane__water;0.0;298.01;101.325;171.0;5.13
830945;je0495942;2-thiapropane;water;CSC;O;75-18-3;14314-42-2;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;2-thiapropane__water;0.0;298.07;101.325;178.0;5.34
830946;je0495942;2-thiapropane;water;CSC;O;75-18-3;14314-42-2;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;2-thiapropane__water;0.0;298.02;101.325;184.0;5.52
830947;je0495942;2-thiapropane;water;CSC;O;75-18-3;14314-42-2;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;2-thiapropane__water;0.0;298.02;101.325;185.0;5.55
994415;je060395n;benzene;propane;c1ccccc1;CCC;27271-55-2;69430-33-7;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;benzene__propane;0.0;279.99;101.0;2.52;0.0756
994416;je060395n;benzene;propane;c1ccccc1;CCC;27271-55-2;69430-33-7;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;benzene__propane;0.0;289.99;101.0;2.42;0.0726
994417;je060395n;benzene;propane;c1ccccc1;CCC;27271-55-2;69430-33-7;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;benzene__propane;0.0;309.99;101.0;2.23;0.0669
994418;je060395n;benzene;propane;c1ccccc1;CCC;27271-55-2;69430-33-7;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;benzene__propane;0.0;329.99;101.0;2.11;0.0633
994425;je060395n;propane;toluene;CCC;Cc1ccccc1;69430-33-7;3101-08-4;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;propane__toluene;0.0;270.0;101.0;2.05;0.0615
994426;je060395n;propane;toluene;CCC;Cc1ccccc1;69430-33-7;3101-08-4;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;propane__toluene;0.0;289.98;101.0;1.95;0.0585
994427;je060395n;propane;toluene;CCC;Cc1ccccc1;69430-33-7;3101-08-4;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;propane__toluene;0.0;309.94;101.0;1.86;0.0558
994428;je060395n;propane;toluene;CCC;Cc1ccccc1;69430-33-7;3101-08-4;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;propane__toluene;0.0;329.99;101.0;1.81;0.0543
994435;je060395n;propane;1,2-dimethylbenzene;CCC;Cc1ccccc1C;69430-33-7;95-47-6;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;propane__1,2-dimethylbenzene;0.0;270.13;101.0;2.05;0.0615
994436;je060395n;propane;1,2-dimethylbenzene;CCC;Cc1ccccc1C;69430-33-7;95-47-6;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;propane__1,2-dimethylbenzene;0.0;289.99;101.0;1.96;0.0588
994437;je060395n;propane;1,2-dimethylbenzene;CCC;Cc1ccccc1C;69430-33-7;95-47-6;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;propane__1,2-dimethylbenzene;0.0;309.84;101.0;1.92;0.0576
994438;je060395n;propane;1,2-dimethylbenzene;CCC;Cc1ccccc1C;69430-33-7;95-47-6;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;propane__1,2-dimethylbenzene;0.0;329.99;101.0;1.85;0.0555
994445;je060395n;propane;1,3-dimethylbenzene;CCC;Cc1cccc(C)c1;69430-33-7;108-38-3;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;propane__1,3-dimethylbenzene;0.0;270.1;101.0;1.86;0.0558
994446;je060395n;propane;1,3-dimethylbenzene;CCC;Cc1cccc(C)c1;69430-33-7;108-38-3;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;propane__1,3-dimethylbenzene;0.0;289.99;101.0;1.83;0.0549
994447;je060395n;propane;1,3-dimethylbenzene;CCC;Cc1cccc(C)c1;69430-33-7;108-38-3;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;propane__1,3-dimethylbenzene;0.0;309.84;101.0;1.77;0.0531
994448;je060395n;propane;1,3-dimethylbenzene;CCC;Cc1cccc(C)c1;69430-33-7;108-38-3;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;propane__1,3-dimethylbenzene;0.0;329.99;101.0;1.72;0.0516
994454;je060395n;propane;1,4-dimethylbenzene;CCC;Cc1ccc(C)cc1;69430-33-7;106-42-3;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;propane__1,4-dimethylbenzene;0.0;289.99;101.0;1.73;0.0519
994455;je060395n;propane;1,4-dimethylbenzene;CCC;Cc1ccc(C)cc1;69430-33-7;106-42-3;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;propane__1,4-dimethylbenzene;0.0;299.99;101.0;1.7;0.051
994456;je060395n;propane;1,4-dimethylbenzene;CCC;Cc1ccc(C)cc1;69430-33-7;106-42-3;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;propane__1,4-dimethylbenzene;0.0;309.85;101.0;1.67;0.0501
994457;je060395n;propane;1,4-dimethylbenzene;CCC;Cc1ccc(C)cc1;69430-33-7;106-42-3;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;propane__1,4-dimethylbenzene;0.0;319.99;101.0;1.68;0.0504
994458;je060395n;propane;1,4-dimethylbenzene;CCC;Cc1ccc(C)cc1;69430-33-7;106-42-3;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;propane__1,4-dimethylbenzene;0.0;329.99;101.0;1.66;0.0498
994464;je060395n;propane;styrene;CCC;C=Cc1ccccc1;69430-33-7;79637-11-9;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;propane__styrene;0.0;270.07;101.0;3.97;0.1191
994465;je060395n;propane;styrene;CCC;C=Cc1ccccc1;69430-33-7;79637-11-9;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;propane__styrene;0.0;309.84;101.0;3.48;0.1044
994466;je060395n;propane;styrene;CCC;C=Cc1ccccc1;69430-33-7;79637-11-9;InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N;InChIKey=PPBRXRYQALVLMV-UHFFFAOYSA-N;propane__styrene;0.0;329.99;101.0;3.32;0.0996
994471;je060395n;benzene;propene;c1ccccc1;CC=C;27271-55-2;115-07-1;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;benzene__propene;0.0;279.99;101.0;1.77;0.0531
994472;je060395n;benzene;propene;c1ccccc1;CC=C;27271-55-2;115-07-1;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;benzene__propene;0.0;289.99;101.0;1.74;0.0522
994473;je060395n;benzene;propene;c1ccccc1;CC=C;27271-55-2;115-07-1;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;benzene__propene;0.0;309.99;101.0;1.67;0.0501
994474;je060395n;benzene;propene;c1ccccc1;CC=C;27271-55-2;115-07-1;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;benzene__propene;0.0;329.99;101.0;1.66;0.0498
994481;je060395n;toluene;propene;Cc1ccccc1;CC=C;3101-08-4;115-07-1;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;toluene__propene;0.0;270.0;101.0;1.51;0.0453
994482;je060395n;toluene;propene;Cc1ccccc1;CC=C;3101-08-4;115-07-1;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;toluene__propene;0.0;289.98;101.0;1.51;0.0453
994483;je060395n;toluene;propene;Cc1ccccc1;CC=C;3101-08-4;115-07-1;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;toluene__propene;0.0;309.94;101.0;1.49;0.0447
994484;je060395n;toluene;propene;Cc1ccccc1;CC=C;3101-08-4;115-07-1;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;toluene__propene;0.0;329.99;101.0;1.48;0.0444
994491;je060395n;1,2-dimethylbenzene;propene;Cc1ccccc1C;CC=C;95-47-6;115-07-1;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,2-dimethylbenzene__propene;0.0;270.13;101.0;1.56;0.0468
994492;je060395n;1,2-dimethylbenzene;propene;Cc1ccccc1C;CC=C;95-47-6;115-07-1;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,2-dimethylbenzene__propene;0.0;289.99;101.0;1.55;0.0465
994493;je060395n;1,2-dimethylbenzene;propene;Cc1ccccc1C;CC=C;95-47-6;115-07-1;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,2-dimethylbenzene__propene;0.0;309.84;101.0;1.53;0.0459
994494;je060395n;1,2-dimethylbenzene;propene;Cc1ccccc1C;CC=C;95-47-6;115-07-1;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,2-dimethylbenzene__propene;0.0;329.99;101.0;1.51;0.0453
994501;je060395n;1,3-dimethylbenzene;propene;Cc1cccc(C)c1;CC=C;108-38-3;115-07-1;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,3-dimethylbenzene__propene;0.0;270.1;101.0;1.46;0.0438
994502;je060395n;1,3-dimethylbenzene;propene;Cc1cccc(C)c1;CC=C;108-38-3;115-07-1;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,3-dimethylbenzene__propene;0.0;289.99;101.0;1.47;0.0441
994503;je060395n;1,3-dimethylbenzene;propene;Cc1cccc(C)c1;CC=C;108-38-3;115-07-1;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,3-dimethylbenzene__propene;0.0;309.84;101.0;1.46;0.0438
994504;je060395n;1,3-dimethylbenzene;propene;Cc1cccc(C)c1;CC=C;108-38-3;115-07-1;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,3-dimethylbenzene__propene;0.0;329.99;101.0;1.45;0.0435
994510;je060395n;1,4-dimethylbenzene;propene;Cc1ccc(C)cc1;CC=C;106-42-3;115-07-1;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,4-dimethylbenzene__propene;0.0;289.99;101.0;1.39;0.0417
994511;je060395n;1,4-dimethylbenzene;propene;Cc1ccc(C)cc1;CC=C;106-42-3;115-07-1;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,4-dimethylbenzene__propene;0.0;299.99;101.0;1.39;0.0417
994512;je060395n;1,4-dimethylbenzene;propene;Cc1ccc(C)cc1;CC=C;106-42-3;115-07-1;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,4-dimethylbenzene__propene;0.0;309.85;101.0;1.39;0.0417
994513;je060395n;1,4-dimethylbenzene;propene;Cc1ccc(C)cc1;CC=C;106-42-3;115-07-1;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,4-dimethylbenzene__propene;0.0;319.99;101.0;1.39;0.0417
994514;je060395n;1,4-dimethylbenzene;propene;Cc1ccc(C)cc1;CC=C;106-42-3;115-07-1;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N;1,4-dimethylbenzene__propene;0.0;329.99;101.0;1.39;0.0417
