;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Activity coefficient;Activity coefficient_std
282327;j.jct.2012.06.009;1-propanol;tetradecanoic acid;CCCO;CCCCCCCCCCCCCC(O)=O;71-23-8;45184-05-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;propan-1-ol__tetradecanoic acid;0.0;353.3;101.0;1.369;0.05476
282328;j.jct.2012.06.009;1-butanol;tetradecanoic acid;CCCCO;CCCCCCCCCCCCCC(O)=O;107569-51-7;45184-05-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;1-butanol__tetradecanoic acid;0.0;314.1;101.0;1.488;0.05952
282329;j.jct.2012.06.009;1-butanol;tetradecanoic acid;CCCCO;CCCCCCCCCCCCCC(O)=O;107569-51-7;45184-05-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;1-butanol__tetradecanoic acid;0.0;314.24;101.0;1.543;0.06172
282330;j.jct.2012.06.009;1-butanol;tetradecanoic acid;CCCCO;CCCCCCCCCCCCCC(O)=O;107569-51-7;45184-05-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;1-butanol__tetradecanoic acid;0.0;333.26;101.0;1.452;0.05808
282331;j.jct.2012.06.009;1-butanol;tetradecanoic acid;CCCCO;CCCCCCCCCCCCCC(O)=O;107569-51-7;45184-05-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;1-butanol__tetradecanoic acid;0.0;333.38;101.0;1.42;0.0568
282332;j.jct.2012.06.009;1-butanol;tetradecanoic acid;CCCCO;CCCCCCCCCCCCCC(O)=O;107569-51-7;45184-05-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;1-butanol__tetradecanoic acid;0.0;353.25;101.0;1.224;0.04896
282333;j.jct.2012.06.009;1-butanol;tetradecanoic acid;CCCCO;CCCCCCCCCCCCCC(O)=O;107569-51-7;45184-05-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;1-butanol__tetradecanoic acid;0.0;353.3;101.0;1.318;0.05272
282334;j.jct.2012.06.009;2-propanol;tetradecanoic acid;CC(C)O;CCCCCCCCCCCCCC(O)=O;8013-70-5;45184-05-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;2-propanol__tetradecanoic acid;0.0;314.1;101.0;1.394;0.05576
282335;j.jct.2012.06.009;2-propanol;tetradecanoic acid;CC(C)O;CCCCCCCCCCCCCC(O)=O;8013-70-5;45184-05-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;2-propanol__tetradecanoic acid;0.0;314.24;101.0;1.421;0.05684
282336;j.jct.2012.06.009;2-propanol;tetradecanoic acid;CC(C)O;CCCCCCCCCCCCCC(O)=O;8013-70-5;45184-05-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;2-propanol__tetradecanoic acid;0.0;333.26;101.0;1.305;0.0522
282337;j.jct.2012.06.009;2-propanol;tetradecanoic acid;CC(C)O;CCCCCCCCCCCCCC(O)=O;8013-70-5;45184-05-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;2-propanol__tetradecanoic acid;0.0;333.38;101.0;1.297;0.05188
282338;j.jct.2012.06.009;2-propanol;tetradecanoic acid;CC(C)O;CCCCCCCCCCCCCC(O)=O;8013-70-5;45184-05-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;2-propanol__tetradecanoic acid;0.0;353.25;101.0;1.194;0.04776
282339;j.jct.2012.06.009;2-propanol;tetradecanoic acid;CC(C)O;CCCCCCCCCCCCCC(O)=O;8013-70-5;45184-05-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;2-propanol__tetradecanoic acid;0.0;353.3;101.0;1.187;0.04748
282340;j.jct.2012.06.009;(RS)-2-butanol;tetradecanoic acid;CCC(C)O;CCCCCCCCCCCCCC(O)=O;4221-99-2;45184-05-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;butan-2-ol__tetradecanoic acid;0.0;314.1;101.0;1.165;0.0466
282341;j.jct.2012.06.009;(RS)-2-butanol;tetradecanoic acid;CCC(C)O;CCCCCCCCCCCCCC(O)=O;4221-99-2;45184-05-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;butan-2-ol__tetradecanoic acid;0.0;314.24;101.0;1.206;0.04824
282342;j.jct.2012.06.009;(RS)-2-butanol;tetradecanoic acid;CCC(C)O;CCCCCCCCCCCCCC(O)=O;4221-99-2;45184-05-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;butan-2-ol__tetradecanoic acid;0.0;333.26;101.0;1.122;0.04488
282343;j.jct.2012.06.009;(RS)-2-butanol;tetradecanoic acid;CCC(C)O;CCCCCCCCCCCCCC(O)=O;4221-99-2;45184-05-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;butan-2-ol__tetradecanoic acid;0.0;333.38;101.0;1.108;0.04432
282344;j.jct.2012.06.009;(RS)-2-butanol;tetradecanoic acid;CCC(C)O;CCCCCCCCCCCCCC(O)=O;4221-99-2;45184-05-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;butan-2-ol__tetradecanoic acid;0.0;353.25;101.0;1.053;0.04212
282345;j.jct.2012.06.009;(RS)-2-butanol;tetradecanoic acid;CCC(C)O;CCCCCCCCCCCCCC(O)=O;4221-99-2;45184-05-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;butan-2-ol__tetradecanoic acid;0.0;353.3;101.0;1.039;0.04156
282346;j.jct.2012.06.009;chloroform;tetradecanoic acid;ClC(Cl)Cl;CCCCCCCCCCCCCC(O)=O;67-66-3;45184-05-2;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;methane, trichloro-__tetradecanoic acid;0.0;314.1;101.0;0.743;0.02972
282347;j.jct.2012.06.009;chloroform;tetradecanoic acid;ClC(Cl)Cl;CCCCCCCCCCCCCC(O)=O;67-66-3;45184-05-2;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;methane, trichloro-__tetradecanoic acid;0.0;314.24;101.0;0.743;0.02972
282348;j.jct.2012.06.009;chloroform;tetradecanoic acid;ClC(Cl)Cl;CCCCCCCCCCCCCC(O)=O;67-66-3;45184-05-2;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;methane, trichloro-__tetradecanoic acid;0.0;333.26;101.0;0.739;0.02956
282349;j.jct.2012.06.009;chloroform;tetradecanoic acid;ClC(Cl)Cl;CCCCCCCCCCCCCC(O)=O;67-66-3;45184-05-2;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;methane, trichloro-__tetradecanoic acid;0.0;333.38;101.0;0.74;0.0296
282350;j.jct.2012.06.009;chloroform;tetradecanoic acid;ClC(Cl)Cl;CCCCCCCCCCCCCC(O)=O;67-66-3;45184-05-2;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;methane, trichloro-__tetradecanoic acid;0.0;353.25;101.0;0.746;0.02984
282351;j.jct.2012.06.009;chloroform;tetradecanoic acid;ClC(Cl)Cl;CCCCCCCCCCCCCC(O)=O;67-66-3;45184-05-2;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;methane, trichloro-__tetradecanoic acid;0.0;353.3;101.0;0.727;0.02908
282352;j.jct.2012.06.009;trichloroethylene;tetradecanoic acid;ClC=C(Cl)Cl;CCCCCCCCCCCCCC(O)=O;52037-46-4;45184-05-2;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethene, trichloro-__tetradecanoic acid;0.0;314.1;101.0;0.847;0.03388
282353;j.jct.2012.06.009;trichloroethylene;tetradecanoic acid;ClC=C(Cl)Cl;CCCCCCCCCCCCCC(O)=O;52037-46-4;45184-05-2;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethene, trichloro-__tetradecanoic acid;0.0;314.24;101.0;0.843;0.03372
282354;j.jct.2012.06.009;trichloroethylene;tetradecanoic acid;ClC=C(Cl)Cl;CCCCCCCCCCCCCC(O)=O;52037-46-4;45184-05-2;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethene, trichloro-__tetradecanoic acid;0.0;333.26;101.0;0.842;0.03368
282355;j.jct.2012.06.009;trichloroethylene;tetradecanoic acid;ClC=C(Cl)Cl;CCCCCCCCCCCCCC(O)=O;52037-46-4;45184-05-2;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethene, trichloro-__tetradecanoic acid;0.0;333.38;101.0;0.838;0.03352
282356;j.jct.2012.06.009;trichloroethylene;tetradecanoic acid;ClC=C(Cl)Cl;CCCCCCCCCCCCCC(O)=O;52037-46-4;45184-05-2;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethene, trichloro-__tetradecanoic acid;0.0;353.25;101.0;0.842;0.03368
282357;j.jct.2012.06.009;trichloroethylene;tetradecanoic acid;ClC=C(Cl)Cl;CCCCCCCCCCCCCC(O)=O;52037-46-4;45184-05-2;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethene, trichloro-__tetradecanoic acid;0.0;353.3;101.0;0.824;0.03296
282358;j.jct.2012.06.009;chlorobenzene;tetradecanoic acid;Clc1ccccc1;CCCCCCCCCCCCCC(O)=O;68411-45-0;45184-05-2;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;monochlorobenzene__tetradecanoic acid;0.0;314.1;101.0;0.983;0.03932
282359;j.jct.2012.06.009;chlorobenzene;tetradecanoic acid;Clc1ccccc1;CCCCCCCCCCCCCC(O)=O;68411-45-0;45184-05-2;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;monochlorobenzene__tetradecanoic acid;0.0;314.24;101.0;0.998;0.03992
282360;j.jct.2012.06.009;chlorobenzene;tetradecanoic acid;Clc1ccccc1;CCCCCCCCCCCCCC(O)=O;68411-45-0;45184-05-2;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;monochlorobenzene__tetradecanoic acid;0.0;333.26;101.0;0.996;0.03984
282361;j.jct.2012.06.009;chlorobenzene;tetradecanoic acid;Clc1ccccc1;CCCCCCCCCCCCCC(O)=O;68411-45-0;45184-05-2;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;monochlorobenzene__tetradecanoic acid;0.0;333.38;101.0;0.982;0.03928
282362;j.jct.2012.06.009;chlorobenzene;tetradecanoic acid;Clc1ccccc1;CCCCCCCCCCCCCC(O)=O;68411-45-0;45184-05-2;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;monochlorobenzene__tetradecanoic acid;0.0;353.25;101.0;0.979;0.03916
282363;j.jct.2012.06.009;chlorobenzene;tetradecanoic acid;Clc1ccccc1;CCCCCCCCCCCCCC(O)=O;68411-45-0;45184-05-2;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;monochlorobenzene__tetradecanoic acid;0.0;353.3;101.0;0.961;0.03844
282370;j.jct.2012.06.009;.alpha.-chlorotoluene;tetradecanoic acid;ClCc1ccccc1;CCCCCCCCCCCCCC(O)=O;27987-13-9;45184-05-2;InChIKey=KCXMKQUNVWSEMD-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;.alpha.-chlorotoluene__tetradecanoic acid;0.0;333.26;101.0;1.615;0.0646
282371;j.jct.2012.06.009;.alpha.-chlorotoluene;tetradecanoic acid;ClCc1ccccc1;CCCCCCCCCCCCCC(O)=O;27987-13-9;45184-05-2;InChIKey=KCXMKQUNVWSEMD-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;.alpha.-chlorotoluene__tetradecanoic acid;0.0;333.38;101.0;1.605;0.0642
282372;j.jct.2012.06.009;.alpha.-chlorotoluene;tetradecanoic acid;ClCc1ccccc1;CCCCCCCCCCCCCC(O)=O;27987-13-9;45184-05-2;InChIKey=KCXMKQUNVWSEMD-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;.alpha.-chlorotoluene__tetradecanoic acid;0.0;353.25;101.0;1.569;0.06276
282373;j.jct.2012.06.009;.alpha.-chlorotoluene;tetradecanoic acid;ClCc1ccccc1;CCCCCCCCCCCCCC(O)=O;27987-13-9;45184-05-2;InChIKey=KCXMKQUNVWSEMD-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;.alpha.-chlorotoluene__tetradecanoic acid;0.0;353.3;101.0;1.548;0.06192
282374;j.jct.2012.06.009;ethyl ethanoate;tetradecanoic acid;CCOC(C)=O;CCCCCCCCCCCCCC(O)=O;141-78-6;45184-05-2;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethyl ethanoate__tetradecanoic acid;0.0;314.1;101.0;1.24;0.0496
282375;j.jct.2012.06.009;ethyl ethanoate;tetradecanoic acid;CCOC(C)=O;CCCCCCCCCCCCCC(O)=O;141-78-6;45184-05-2;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethyl ethanoate__tetradecanoic acid;0.0;314.24;101.0;1.205;0.0482
282376;j.jct.2012.06.009;ethyl ethanoate;tetradecanoic acid;CCOC(C)=O;CCCCCCCCCCCCCC(O)=O;141-78-6;45184-05-2;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethyl ethanoate__tetradecanoic acid;0.0;333.26;101.0;1.193;0.04772
282377;j.jct.2012.06.009;ethyl ethanoate;tetradecanoic acid;CCOC(C)=O;CCCCCCCCCCCCCC(O)=O;141-78-6;45184-05-2;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethyl ethanoate__tetradecanoic acid;0.0;333.38;101.0;1.188;0.04752
282378;j.jct.2012.06.009;ethyl ethanoate;tetradecanoic acid;CCOC(C)=O;CCCCCCCCCCCCCC(O)=O;141-78-6;45184-05-2;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethyl ethanoate__tetradecanoic acid;0.0;353.25;101.0;1.13;0.0452
282379;j.jct.2012.06.009;ethyl ethanoate;tetradecanoic acid;CCOC(C)=O;CCCCCCCCCCCCCC(O)=O;141-78-6;45184-05-2;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;ethyl ethanoate__tetradecanoic acid;0.0;353.3;101.0;1.121;0.04484
282380;j.jct.2012.06.009;propanone;tetradecanoic acid;CC(C)=O;CCCCCCCCCCCCCC(O)=O;67-64-1;45184-05-2;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;dimethyl ketone__tetradecanoic acid;0.0;314.1;101.0;1.43;0.0572
282381;j.jct.2012.06.009;propanone;tetradecanoic acid;CC(C)=O;CCCCCCCCCCCCCC(O)=O;67-64-1;45184-05-2;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;dimethyl ketone__tetradecanoic acid;0.0;314.24;101.0;1.458;0.05832
282382;j.jct.2012.06.009;propanone;tetradecanoic acid;CC(C)=O;CCCCCCCCCCCCCC(O)=O;67-64-1;45184-05-2;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;dimethyl ketone__tetradecanoic acid;0.0;333.26;101.0;1.364;0.05456
282383;j.jct.2012.06.009;propanone;tetradecanoic acid;CC(C)=O;CCCCCCCCCCCCCC(O)=O;67-64-1;45184-05-2;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;dimethyl ketone__tetradecanoic acid;0.0;333.38;101.0;1.35;0.054
282384;j.jct.2012.06.009;propanone;tetradecanoic acid;CC(C)=O;CCCCCCCCCCCCCC(O)=O;67-64-1;45184-05-2;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;dimethyl ketone__tetradecanoic acid;0.0;353.25;101.0;1.296;0.05184
282385;j.jct.2012.06.009;propanone;tetradecanoic acid;CC(C)=O;CCCCCCCCCCCCCC(O)=O;67-64-1;45184-05-2;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;dimethyl ketone__tetradecanoic acid;0.0;353.3;101.0;1.267;0.05068
282386;j.jct.2012.06.009;methoxybenzene;tetradecanoic acid;COc1ccccc1;CCCCCCCCCCCCCC(O)=O;100-66-3;45184-05-2;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;benzene, methoxy-__tetradecanoic acid;0.0;314.1;101.0;1.322;0.05288
282387;j.jct.2012.06.009;methoxybenzene;tetradecanoic acid;COc1ccccc1;CCCCCCCCCCCCCC(O)=O;100-66-3;45184-05-2;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;benzene, methoxy-__tetradecanoic acid;0.0;314.24;101.0;1.3;0.052
282388;j.jct.2012.06.009;methoxybenzene;tetradecanoic acid;COc1ccccc1;CCCCCCCCCCCCCC(O)=O;100-66-3;45184-05-2;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;benzene, methoxy-__tetradecanoic acid;0.0;333.26;101.0;1.286;0.05144
282389;j.jct.2012.06.009;methoxybenzene;tetradecanoic acid;COc1ccccc1;CCCCCCCCCCCCCC(O)=O;100-66-3;45184-05-2;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;benzene, methoxy-__tetradecanoic acid;0.0;333.38;101.0;1.268;0.05072
282390;j.jct.2012.06.009;methoxybenzene;tetradecanoic acid;COc1ccccc1;CCCCCCCCCCCCCC(O)=O;100-66-3;45184-05-2;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;benzene, methoxy-__tetradecanoic acid;0.0;353.25;101.0;1.238;0.04952
282391;j.jct.2012.06.009;methoxybenzene;tetradecanoic acid;COc1ccccc1;CCCCCCCCCCCCCC(O)=O;100-66-3;45184-05-2;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;benzene, methoxy-__tetradecanoic acid;0.0;353.3;101.0;1.208;0.04832
282392;j.jct.2012.06.009;hexadecanoic acid;hexane;CCCCCCCCCCCCCCCC(O)=O;CCCCCC;67701-02-4;92112-69-1;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;hexadecanoic acid__n-hexane;0.0;340.19;101.0;1.293;0.05172
282393;j.jct.2012.06.009;hexadecanoic acid;hexane;CCCCCCCCCCCCCCCC(O)=O;CCCCCC;67701-02-4;92112-69-1;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;hexadecanoic acid__n-hexane;0.0;348.01;101.0;1.299;0.05196
282394;j.jct.2012.06.009;hexadecanoic acid;hexane;CCCCCCCCCCCCCCCC(O)=O;CCCCCC;67701-02-4;92112-69-1;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;hexadecanoic acid__n-hexane;0.0;358.22;101.0;1.301;0.05204
282395;j.jct.2012.06.009;hexadecanoic acid;heptane;CCCCCCCCCCCCCCCC(O)=O;CCCCCCC;67701-02-4;142-82-5;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;hexadecanoic acid__heptane;0.0;340.19;101.0;1.399;0.05596
282396;j.jct.2012.06.009;hexadecanoic acid;heptane;CCCCCCCCCCCCCCCC(O)=O;CCCCCCC;67701-02-4;142-82-5;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;hexadecanoic acid__heptane;0.0;348.01;101.0;1.38;0.0552
282397;j.jct.2012.06.009;hexadecanoic acid;heptane;CCCCCCCCCCCCCCCC(O)=O;CCCCCCC;67701-02-4;142-82-5;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;hexadecanoic acid__heptane;0.0;358.22;101.0;1.372;0.05488
282398;j.jct.2012.06.009;hexadecanoic acid;2-methylheptane;CCCCCCCCCCCCCCCC(O)=O;CCCCCC(C)C;67701-02-4;592-27-8;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;hexadecanoic acid__isooctane;0.0;340.19;101.0;1.499;0.05996
282399;j.jct.2012.06.009;hexadecanoic acid;2-methylheptane;CCCCCCCCCCCCCCCC(O)=O;CCCCCC(C)C;67701-02-4;592-27-8;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;hexadecanoic acid__isooctane;0.0;348.01;101.0;1.455;0.0582
282400;j.jct.2012.06.009;hexadecanoic acid;2-methylheptane;CCCCCCCCCCCCCCCC(O)=O;CCCCCC(C)C;67701-02-4;592-27-8;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;hexadecanoic acid__isooctane;0.0;358.32;101.0;1.416;0.05664
282401;j.jct.2012.06.009;hexadecanoic acid;1-hexene;CCCCCCCCCCCCCCCC(O)=O;CCCCC=C;67701-02-4;153522-12-4;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;hexadecanoic acid__1-hexene;0.0;340.17;101.0;1.17;0.0468
282402;j.jct.2012.06.009;hexadecanoic acid;1-hexene;CCCCCCCCCCCCCCCC(O)=O;CCCCC=C;67701-02-4;153522-12-4;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;hexadecanoic acid__1-hexene;0.0;348.01;101.0;1.178;0.04712
282403;j.jct.2012.06.009;hexadecanoic acid;1-hexene;CCCCCCCCCCCCCCCC(O)=O;CCCCC=C;67701-02-4;153522-12-4;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;hexadecanoic acid__1-hexene;0.0;358.22;101.0;1.2;0.048
282404;j.jct.2012.06.009;hexadecanoic acid;toluene;CCCCCCCCCCCCCCCC(O)=O;Cc1ccccc1;67701-02-4;3101-08-4;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;hexadecanoic acid__phenylmethane;0.0;340.19;101.0;0.934;0.03736
282405;j.jct.2012.06.009;hexadecanoic acid;toluene;CCCCCCCCCCCCCCCC(O)=O;Cc1ccccc1;67701-02-4;3101-08-4;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;hexadecanoic acid__phenylmethane;0.0;348.01;101.0;0.935;0.0374
282406;j.jct.2012.06.009;hexadecanoic acid;toluene;CCCCCCCCCCCCCCCC(O)=O;Cc1ccccc1;67701-02-4;3101-08-4;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;hexadecanoic acid__phenylmethane;0.0;358.22;101.0;0.934;0.03736
282407;j.jct.2012.06.009;hexadecanoic acid;cyclohexane;CCCCCCCCCCCCCCCC(O)=O;C1CCCCC1;67701-02-4;25012-93-5;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;hexadecanoic acid__cyclohexane;0.0;340.19;101.0;1.031;0.04124
282408;j.jct.2012.06.009;hexadecanoic acid;cyclohexane;CCCCCCCCCCCCCCCC(O)=O;C1CCCCC1;67701-02-4;25012-93-5;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;hexadecanoic acid__cyclohexane;0.0;348.01;101.0;1.022;0.04088
